voltage,timestamp,cb_settings,cb_pusm,ngood,maxgood,mingood,maxgood_index,mingood_index,third,third_index,used,used_index,used_phases,time,TID
float64,object,object,object,int64,int64,int64,int64,int64,int64,int64,int64,int64,object,datetime64[ns],float64
1.32,02Oct_111433,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2  3  3 11 12  3 12 11  4  3  3],2022-10-02 11:14:49,450.5854583333333
1.08,02Oct_112337,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[6 5 7 7 7 7 7 7 7 7 7 7],2022-10-02 11:23:54,451.92524999999995
1.2,02Oct_113321,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[7 6 7 7 7 8 8 8 7 8 7 8],2022-10-02 11:33:38,453.36091666666664
1.32,02Oct_114734,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  9 11  3 11 12  3 12  3  4  3  3],2022-10-02 11:47:51,455.45787499999994
1.08,02Oct_115706,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[6 5 7 7 7 7 7 7 7 7 7 7],2022-10-02 11:57:30,456.88124999999997
1.2,02Oct_120647,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[7 6 7 7 7 8 8 8 7 8 7 8],2022-10-02 12:07:03,458.28987499999994
1.32,02Oct_122100,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3 10  3  3  3 12  3 12 11  4  3  3],2022-10-02 12:21:16,460.3868333333333
1.08,02Oct_123005,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[6 5 7 7 7 7 7 7 7 7 7 7],2022-10-02 12:30:21,461.72662499999996
1.2,02Oct_123938,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[7 6 7 7 7 8 8 8 7 8 8 8],2022-10-02 12:39:55,463.1377083333333
1.32,02Oct_125351,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3  2  3  3  3 12  3  4  3  4  3  4],2022-10-02 12:54:07,465.2322083333333
1.08,02Oct_130256,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[6 5 7 7 7 7 7 7 7 7 7 7],2022-10-02 13:03:12,466.57199999999995
1.2,02Oct_131229,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[7 6 7 7 7 8 8 8 7 8 7 8],2022-10-02 13:12:46,467.9830833333333
1.32,02Oct_132652,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[11 10  3  3  3 12  3 12  3  4  3  3],2022-10-02 13:27:09,470.10462499999994
1.08,02Oct_133557,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[7 5 7 7 7 7 7 7 7 7 7 7],2022-10-02 13:36:13,471.44195833333333
1.2,02Oct_134530,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[7 6 8 7 8 8 8 8 7 8 7 8],2022-10-02 13:45:47,472.8530416666667
1.32,02Oct_135943,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[11 10  3  3  3 12  3 12  3  4  3  3],2022-10-02 14:00:00,474.94999999999993
1.08,02Oct_140848,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[7 5 7 7 7 7 7 8 7 7 7 7],2022-10-02 14:09:05,476.28979166666664
1.2,02Oct_141822,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[7 6 7 7 8 8 8 8 7 8 7 8],2022-10-02 14:18:39,477.700875
1.32,02Oct_143235,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[11 10  3  3  3 12  3 12  3  4  3  4],2022-10-02 14:32:51,479.795375
1.08,02Oct_144140,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[7 5 7 7 7 8 7 8 7 7 7 7],2022-10-02 14:41:56,481.13516666666663
1.2,02Oct_145113,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[8 6 8 7 8 8 8 8 7 8 8 8],2022-10-02 14:51:30,482.54625
1.32,02Oct_150536,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[11 10  3  3  3 12  3 12 11  4  3  4],2022-10-02 15:05:53,484.6677916666667
1.08,02Oct_151441,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[7 5 7 7 7 8 7 8 7 7 7 7],2022-10-02 15:14:57,486.00512499999996
1.2,02Oct_152415,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[7 6 7 7 7 8 8 8 7 8 7 8],2022-10-02 15:24:31,487.4162083333333
1.2,02Oct_170413,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[8 6 8 8 8 8 8 8 7 8 8 8],2022-10-02 17:04:30,502.16375
1.32,02Oct_171825,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[11 10  3  3  4 12  4 12 11  4  3  4],2022-10-02 17:18:41,504.25579166666665
1.2,02Oct_205342,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[8 6 8 8 8 8 8 9 7 9 8 8],2022-10-02 20:53:59,536.0125416666666
1.32,02Oct_210753,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[11 10  4  3 12 12  4 12 11  4  4 12],2022-10-02 21:08:10,538.1045833333333
1.08,02Oct_211733,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[7 6 8 8 8 8 8 8 7 8 7 8],2022-10-02 21:17:57,539.547625
1.2,02Oct_212713,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[8 6 8 8 8 8 8 9 7 9 8 8],2022-10-02 21:27:29,540.9537916666667
1.32,02Oct_214124,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[11 10  4  3 12 12 12  4 11  4 12 12],2022-10-02 21:41:40,543.0458333333333
1.08,02Oct_215104,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[7 6 8 7 8 8 8 9 7 8 7 8],2022-10-02 21:51:28,544.4913333333333
1.2,02Oct_220044,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[8 6 8 8 8 9 8 9 8 9 8 8],2022-10-02 22:01:00,545.8974999999999
1.32,02Oct_221455,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[12 10  4  3  4 12 12  4 11  4  3 12],2022-10-02 22:15:12,547.992
1.08,02Oct_222359,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[8 6 8 8 8 8 8 9 7 8 7 8],2022-10-02 22:24:15,549.326875
1.2,02Oct_224940,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[8 6 8 8 8 8 8 9 7 9 8 8],2022-10-02 22:49:59,553.1225416666666
1.32,02Oct_230652,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[11 10  4  3  4 12  4  4 11  4  3  4],2022-10-02 23:07:12,555.662
1.08,02Oct_231804,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[8 6 8 8 8 8 8 9 7 8 8 8],2022-10-02 23:18:31,557.3312083333333
1.2,02Oct_232916,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[8 6 8 8 8 9 8 9 7 9 8 8],2022-10-02 23:29:36,558.9659999999999
1.32,02Oct_234629,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,27,19,[12 10  4  3 11 12 11  4 11  4 11 12],2022-10-02 23:46:48,561.5029999999999
1.08,02Oct_235714,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[8 6 8 8 8 8 8 9 7 8 8 8],2022-10-02 23:57:34,563.0910833333332
1.2,03Oct_000820,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[8 6 8 8 8 9 8 9 7 9 8 8],2022-10-03 00:08:39,564.725875
1.32,03Oct_002532,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3 10  4  3 12  4  4 12 11 12  3  4],2022-10-03 00:25:52,567.2653333333333
1.08,03Oct_003617,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[8 6 8 8 8 8 8 9 7 8 8 8],2022-10-03 00:36:44,568.8681666666666
1.2,03Oct_004729,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[8 6 8 8 8 9 8 9 7 9 8 8],2022-10-03 00:47:49,570.5029583333333
1.32,03Oct_010442,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[12 10 11  3 12  4 12  4 11 12 12 12],2022-10-03 01:05:02,573.0424166666666
1.08,03Oct_011518,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[8 6 8 8 8 8 8 9 7 8 8 8],2022-10-03 01:15:37,574.6034583333333
1.2,03Oct_012622,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,120,24,32,16,29,21,29,21,[8 6 8 8 8 9 8 9 8 9 8 8],2022-10-03 01:26:41,576.2357916666666
1.32,03Oct_014335,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 3 10  4  3  4  4 12  4 11  4  4  4],2022-10-03 01:43:54,578.7752499999999
1.08,03Oct_015437,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,121,25,33,17,30,22,29,21,[8 6 8 8 8 9 8 9 8 9 8 8],2022-10-03 01:54:56,580.4026666666667
1.2,03Oct_022109,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 4],17,120,24,32,16,29,21,30,22,[8 6 8 8 8 9 8 9 8 9 8 8],2022-10-03 02:21:28,584.3163333333333
1.32,03Oct_023831,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[12 10 12  4 12  4 12  5  3  4  4 12],2022-10-03 02:38:51,586.880375
1.08,03Oct_024907,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,29,21,[8 6 8 8 8 9 8 9 8 9 8 8],2022-10-03 02:49:26,588.4414166666667
1.2,03Oct_030021,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 8 9 8 9 8 9 8 8],2022-10-03 03:00:41,590.1007916666666
1.32,03Oct_031744,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[12  2  4  4 12  4 12  5  3  4  4 12],2022-10-03 03:18:04,592.6648333333334
1.08,03Oct_032820,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,29,21,[8 6 8 8 8 9 8 2 8 9 8 8],2022-10-03 03:28:39,594.225875
1.2,03Oct_033934,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 8 9 8 9 8 9 8 8],2022-10-03 03:39:54,595.8852499999999
1.32,03Oct_035657,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[ 4  2 12  4 12  4 12  5  3  4  4 12],2022-10-03 03:57:17,598.4492916666667
1.08,03Oct_040733,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,29,21,[8 6 8 8 8 9 9 2 8 9 8 8],2022-10-03 04:07:52,600.0103333333334
1.2,03Oct_041847,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 8 9 8 9 8 9 8 8],2022-10-03 04:19:07,601.6697083333333
1.32,03Oct_043509,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[12  2 12  4 12  4 12  5 11  4  4 12],2022-10-03 04:35:25,604.0739583333333
1.08,03Oct_044412,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,29,21,[8 7 8 8 8 2 9 2 8 9 8 9],2022-10-03 04:44:28,605.4088333333333
1.2,03Oct_045359,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 8 9 8 9 8 9 8 9],2022-10-03 04:54:15,606.8518750000001
1.32,03Oct_050820,[14 15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,63,14,31,14,28,20,28,20,[12  2 12  4 12  4 12  4  3  4 12 12],2022-10-03 05:08:37,608.9709583333333
1.08,03Oct_051723,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,29,21,[8 7 8 8 8 2 9 2 8 9 8 9],2022-10-03 05:17:40,610.3058333333333
1.2,03Oct_052710,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 8 9 8 9 8 9 8 9],2022-10-03 05:27:27,611.748875
1.32,03Oct_054132,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[ 4  2 12  4 12  4 12  5  3  4 12 12],2022-10-03 05:41:48,613.8655
1.08,03Oct_055035,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,29,21,[8 7 8 8 8 2 9 2 8 9 8 9],2022-10-03 05:50:51,615.200375
1.2,03Oct_060040,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 8 9 8 9 8 9 8 9],2022-10-03 06:00:56,616.6876666666666
1.32,03Oct_061501,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[ 4  2 12  4 12  4 12  5  3  5 12 12],2022-10-03 06:15:18,618.80675
1.08,03Oct_062354,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,29,21,[8 7 8 8 8 2 9 2 8 9 8 9],2022-10-03 06:24:11,620.1170416666666
1.2,03Oct_063435,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 8 9 9 9 8 9 8 9],2022-10-03 06:34:51,621.690375
1.32,03Oct_064856,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[ 4  2 12 11 12  4 12  5  3  5 12 12],2022-10-03 06:49:13,623.8094583333333
1.08,03Oct_065826,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,29,21,[8 7 8 8 8 2 9 2 8 2 9 2],2022-10-03 06:58:50,625.2279166666667
1.2,03Oct_071513,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 8 9 9 9 8 9 8 9],2022-10-03 07:15:30,627.68625
1.32,03Oct_072935,[15 24 25 26 27 28 29 30 31 56 57 58 59 60 61 62 63],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],17,63,15,31,15,28,20,28,20,[12  2 12 12 12  5 12  5  3  5 12 12],2022-10-03 07:29:51,629.8028750000001
1.08,03Oct_073838,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,29,21,[8 7 8 8 9 2 9 2 8 2 9 2],2022-10-03 07:38:54,631.13775
1.2,03Oct_075517,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[7 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,29,21,[8 7 8 8 9 9 9 9 8 9 9 9],2022-10-03 07:55:41,633.6132916666666
1.32,03Oct_082536,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 7],18,120,15,32,15,29,21,29,21,[ 4  2 12 12 12  5 12  5 12  5  4 12],2022-10-03 08:25:52,638.0653333333333
1.08,03Oct_083458,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,29,21,[8 7 9 9 9 2 9 2 9 2 9 2],2022-10-03 08:35:15,639.4493749999999
1.2,03Oct_093429,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 9 9 9 9 8 9 9 9],2022-10-03 09:34:45,648.225625
1.32,03Oct_094853,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[ 4  3 12 12 12  4 12  5 11  5 12 12],2022-10-03 09:49:10,650.3520833333333
1.08,03Oct_095758,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,31,23,[9 7 9 9 9 2 2 2 9 2 9 2],2022-10-03 09:58:15,651.691875
1.2,03Oct_101059,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 9 9 9 2 8 9 9 9],2022-10-03 10:11:23,653.6290416666666
1.2,03Oct_101717,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 9 9 9 2 8 9 9 9],2022-10-03 10:17:34,654.5410833333333
1.32,03Oct_103141,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[ 4  3 12 12 12  5 12  5 11  5 12 12],2022-10-03 10:31:57,656.662625
1.08,03Oct_104046,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,30,22,[9 7 9 9 9 2 9 2 9 2 9 2],2022-10-03 10:41:02,658.0024166666667
1.2,03Oct_105343,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 9 8 9 2 9 2 8 2 9 9],2022-10-03 10:54:08,659.9346666666667
1.32,03Oct_110812,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[ 4  3 12 12  4  5 12  5 12  5  4  4],2022-10-03 11:08:29,662.0512916666667
1.08,03Oct_111715,[ 25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121 122],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,122,25,34,17,31,23,30,22,[9 7 9 9 9 9 9 2 9 2 9 2],2022-10-03 11:17:32,663.3861666666667
1.2,03Oct_113013,[ 24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120 121],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,121,24,33,16,30,22,30,22,[8 7 8 8 9 2 9 2 8 9 9 9],2022-10-03 11:30:37,665.3159583333334
1.32,03Oct_114442,[ 15  24  25  26  27  28  29  30  31  56  57  58  59  60  61  62  63 120],[9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9],18,120,15,32,15,29,21,29,21,[ 4  3 12 12  4  5  4  5  4  5  4  4],2022-10-03 11:44:58,667.4325833333332
